FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,terrain,geometry
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2acc,Plateaux,Haho,Haho 4,Wahala,WAHALA Ville,Ykoudji,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2012,Prive - individuel,POINT (1.1674383333333334 7.170443333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2acd,Plateaux,Kloto,Kloto 1,Tové,Ahoundjo,Ahoundjo,Ahoundjo/voukey,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2021,Prive - individuel,POINT (0.6485596749715747 6.877007658089325)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ace,Plateaux,Kloto,Kloto 1,Tové,AGOU NYOGBO,Ameku,Agou Nyogbo/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Lundi,Mardi}",2005,Prive - individuel,POINT (0.7130084423033525 6.874659292340181)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2acf,Plateaux,Kloto,Kloto 1,Tové,AGOU NYOGBO ,Amekulafe,Agou Nyogbo /agou,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,Prive - individuel,POINT (0.7130459054988133 6.874041807726552)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ad0,Plateaux,Kloto,Kloto 1,Tové,AGOU NYOGBO ,Sapa,Agou Nyogbo / Agou,"{Mardi,Lundi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - Collectivite coutumiere,POINT (0.7200766666666667 6.883605)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ad1,Plateaux,Haho,Haho 4,Kpegnon (Haito),ESSO-KOPE,Pépinière Esso-kope,Quartier Esso-kope,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2014,Prive - individuel,POINT (0.9368083333333334 7.246598333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ad2,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,Kassena pont,Keleka,100m du Pont de Kassena  Vers Lome,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - individuel,POINT (1.0894283333333334 8.903013333333332)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ad3,Plateaux,Kloto,Kloto 1,Kpadapé,YEVIEPE,Adzodo,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,Prive - individuel,POINT (0.5789799999999999 6.81438)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ad4,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,AKATA-AKPOKLI,Pépinière de Akata-akpokli,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2019,Prive - individuel,POINT (0.7102233333333333 7.056565000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ad5,Plateaux,Kloto,Kloto 1,Gbalabé,DUGAN,Gboma,Hanyigban/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.6017533333333334 6.888908333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ad6,Plateaux,Kloto,Kloto 1,Gbalabé,DUGAN,Gombo,Hanyigban/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.6016666666666667 6.888751666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ad7,Plateaux,Kloto,Kloto 1,Gbalabé,DUGAN,Ademe,Hanyigban/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.6016001908240711 6.8886412140688655)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ad8,Plateaux,Kloto,Kloto 1,Hanyigba,DUGAN,Dugan,Hanyigban/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2022,Prive - individuel,POINT (0.6123366666666666 6.899315)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ad9,Plateaux,Kloto,Kloto 1,Hanyigba,DUGAN,Pépinière de Ademe Dugan,Dugan/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",1999,Prive - individuel,POINT (0.6038464405263807 6.910264203907414)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ada,Plateaux,Kloto,Kloto 1,Hanyigba,DUGAN,Pépinière de Gboma Dugan,Dugan/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2017,Prive - individuel,POINT (0.60702 6.91031)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2adb,Plateaux,Kloto,Kloto 1,Hanyigba,DUGAN,Dugan,Hanyigba/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1999,Prive - individuel,POINT (0.6037871351458015 6.910274179710687)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2adc,Plateaux,Kloto,Kloto 1,Hanyigba,DUGAN,Dugan,Hanyigba/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,Prive - individuel,POINT (0.6071606284209023 6.910122562262849)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2add,Plateaux,Kloto,Kloto 1,Hanyigba,DUGAN,Dugan,Hanyigba /Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1999,Prive - individuel,POINT (0.603745 6.910211666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ade,Plateaux,Kloto,Kloto 1,Hanyigba,DUGAN ,Dugan ,Hanyigba /Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,Prive - individuel,POINT (0.607105 6.910358333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2adf,Plateaux,Kloto,Kloto 1,Hanyigba,DUGAN ,Dzakpa 1,Hanyigba /Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,Prive - individuel,POINT (0.5998566666666666 6.905693333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ae0,Plateaux,Kloto,Kloto 1,Hanyigba,DUGAN ,Dzakpa ,Hanyigba /Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2022,Prive - individuel,POINT (0.6064683333333334 6.9100133333333345)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ae1,Plateaux,Kloto,Kloto 2,Lavié,HUIME,Zonyigo,Lavié Huime ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,Prive - individuel,POINT (0.6506766666666667 7.050165000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ae2,Plateaux,Kloto,Kloto 2,Lavié,LOMNAVA,Anacarde,Lavié Huime/ Kpalime ,"{Dimanche,Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",1992,Prive - individuel,POINT (0.6826206879771621 7.014991788253874)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ae3,Plateaux,Kloto,Kloto 2,Lavié,LOMNAVA,Pépinière de Palmiers,Apédomé/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",1992,Prive - individuel,POINT (0.6833905678028955 7.013300744012579)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ae4,Plateaux,Kloto,Kloto 2,Lavié,XOSE,Pépinière de Goyavier,Xose/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2000,Prive - individuel,POINT (0.6876583333333334 7.017035000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ae5,Plateaux,Kloto,Kloto 2,Lavié,LOM-NAVA,Flaque,Lavié Huime/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",1992,Prive - individuel,POINT (0.6828633333333334 7.015056666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ae6,Plateaux,Kloto,Kloto 2,Lavié,XOSE,Palmiers  Toro,Lavié Huime /Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1985,Prive - individuel,POINT (0.6879316666666667 7.01636)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ae7,Plateaux,Kloto,Kloto 2,Lavié,NYAMEGBE,Dougame,99594531,"{Lundi,Mardi,Samedi,jeudi,Mercredi,Vendredi,Dimanche}",2021,Prive - individuel,POINT (0.6589463731503572 7.086020896393001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ae8,Plateaux,Kloto,Kloto 2,Lavié,NAYMEGBE,Daye,96067808,"{Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.658725 7.0862549999999995)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2ae9,Plateaux,Kloto,Kloto 2,Lavié, AVEWI,Pépinière  d'Avewi,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2000,Prive - individuel,POINT (0.657385 7.061661666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2aea,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME,Pépinière de Citronniers,Apédomé/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.6705863004526541 7.007419043676592)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2aeb,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME ,Cocotier,Lavié Apédomé/ Kpalime,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.670695 7.007031666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2aec,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME ,Citron,Lavié Apédomé/ Kpalime,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.6708983333333334 7.007156666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2aed,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME ,Oranger,Lavié Apédomé/ Kpalime ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.6709825657031557 7.007194613069982)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2aee,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME ,Palmier A Huile,Lavié Apédomé/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.6708254190277135 7.0070965026445275)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2aef,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME ,Teck,Lavié Apédomé/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.670762299918838 7.007058723838019)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2af0,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME ,Mangue,Lavié Apédomé/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,Prive - individuel,POINT (0.6705749999999999 7.006271666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2af1,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME ,Avocat,Lavié Apédomé/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,Prive - individuel,POINT (0.6683749999999999 7.004288333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2af2,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME,Pépinière Davocatiers,Apédomé/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.6700786794497242 7.0067491904477635)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2af3,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME,Pépinière Danacarde,Apédomé/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2021,Prive - individuel,POINT (0.6704160103038158 7.00710025137833)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2af4,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME,Pépinière de Manguiers,Apédomé/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2021,Prive - individuel,POINT (0.6696515308815695 7.007179466924976)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2af5,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME,Pépinière d'Oranger,Apédomé/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",Nsp,Prive - individuel,POINT (0.6706766666666667 7.0059216666666675)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2af6,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME,Pépinière d'Eucaliptus,Apédomé/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,Prive - individuel,POINT (0.6695333333333333 7.003751666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2af7,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME,Palmiers À Huile ,Lavié Apédomé/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.6708083333333333 7.0070733333333335)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2af8,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME,Teck,Lavié Apédomé/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2021,Prive - individuel,POINT (0.6707016666666666 7.006939999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2af9,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME,Manguier,Lavié Apédomé /Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.6709583333333333 7.007181666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2afa,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME ,Corosoliers,Lavié Apédomé /Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,Prive - individuel,POINT (0.6706066666666667 7.006060000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2afb,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,APEDOME ,Cafeier,Apédomé/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,Prive - individuel,POINT (0.6684383333333332 7.004360000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2afc,Plateaux,Kloto,Kloto 3,Kouma,TOKPLI,Nyako,92185059,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2008,Prive - individuel,POINT (0.5786496362152866 6.968344623854945)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2afd,Plateaux,Kloto,Kloto 3,Kouma,TOKPLI ,Nyako,92185059,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2008,Prive - individuel,POINT (0.5781283333333334 6.967559999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2afe,Plateaux,Kloto,Kloto 3,Kouma,TOKPLI ,Misericordia,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2014,Prive - individuel,POINT (0.5776563030266026 6.970040757199771)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2aff,Plateaux,Kloto,Kloto 3,Kouma,ATIKPELEVE,Abdou,Tadame,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1997,autre,POINT (0.6009049999999999 7.00927)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b00,Plateaux,Kloto,Kloto 3,Kouma,DOVOTA ,Pépinière de Gboma,Dovota ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2022,Prive - individuel,POINT (0.6018666666666667 6.998763333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b01,Plateaux,Kloto,Kloto 3,Kouma,DOVOTA ,Pépinière D'aubergine ,Dovota ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2022,Prive - individuel,POINT (0.5990716666666667 7.005208333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b02,Plateaux,Kloto,Kloto 3,Kouma,DOVOTA,"Piment Vert, Aubergine",Village Dovota,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2022,Prive - individuel,POINT (0.6020933333333333 6.998891666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b03,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,KPELE-ELE,Pépinière Apetze,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - individuel,POINT (0.801285 7.275131666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b04,Plateaux,Kloto,Kloto 3,Kouma,TOKPLI ,CADR,Nsp ,"{Lundi,Mercredi,jeudi,Vendredi,Samedi,Dimanche,Mardi}",2013,Prive - entreprise,POINT (0.5752866666666667 6.962958333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b05,Plateaux,Kloto,Kloto 2,Kpimé,AGOTIME-COPE,Tussah,Agotime-cope,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2016,autre,POINT (0.6032516666666666 7.0441183333333335)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b06,Plateaux,Kloto,Kloto 2,Kpimé,SEVA,Nykonakpoe,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Domaine public de l Etat ou des collectivites territoriales,POINT (0.6501883333333333 7.001881666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b07,Plateaux,Kloto,Kloto 3,Agomé-Yoh,AVLOTO,Awadi,Nsp,"{Mardi,Mercredi,Lundi,jeudi,Vendredi,Samedi,Dimanche}",2011,autre,POINT (0.6080933333333333 6.944616666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b08,Plateaux,Kloto,Kloto 3,Agomé-Yoh,YOH ,Ametefe,Yoh ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2003,Domaine prive de l Etat ou des collectivites territoriales,POINT (0.5990133333333334 6.941676666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b09,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,BODZE-AGBESSIKOPE,GAD.SA,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",1997,Prive - individuel,POINT (0.8935283333333334 7.110623333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b0a,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,KPELE-ELE,Afotowossi,Kpele-Elé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - individuel,POINT (0.802375 7.277035000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b0b,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,KPELE-ELE,Afatchao,Kpele-Elé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2014,Prive - individuel,POINT (0.8043866666666666 7.27546)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b0c,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,AGBANON,Sogame,99408140/92247835,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,Prive - individuel,POINT (0.8000550000000001 7.2749983333333335)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b0d,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,KPELE ELE,Pépinière Adjarou,98797467,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,autre,POINT (0.8020656878259181 7.277803181313435)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b0e,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,KPELE ELE ,Wokpogbe,98804942,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",1992,Prive - Collectivite coutumiere,POINT (0.8041383333333333 7.2756799999999995)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b0f,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,KPELE-ELE,Siabi,70112105,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,Prive - individuel,POINT (0.7971550000000001 7.280928333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b10,Kara,Kéran,Kéran 3,Warengo,Koutandjarou,Pépinière de Piment,Gnoiwo Ototi,"{Lundi,Mardi,Mercredi,Vendredi,Samedi,Dimanche}",1965,Nsp,POINT (1.1224816803418969 10.056711496365333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b11,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,AVAHO,Pépinière Djidjonou,Aného,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",20137,Prive - individuel,POINT (0.7865983333333334 7.226538333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b12,Centrale,Tchaoudjo,Tchaoudjo 4,Kpassaouade,KPASSOUADÈ ,Ouro Agoro Dermane,Kpassouadè ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1992,Prive - individuel,POINT (1.2953416666666666 9.057784999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b13,Plateaux,Wawa,Wawa 3,Doumé,ENYILAVASSE,Salim,Enyilavasse,"{Lundi,Mercredi,jeudi,Vendredi,Samedi,Mardi}",2020,Ne sait pas,POINT (0.7584183333333333 7.5634950000000005)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b14,Centrale,Blitta,Blitta 1,Pagala-Gare,PAGALA RAIL,Pépinière Pagala Rail,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,Prive - individuel,POINT (0.9593666666666666 8.172895)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b15,Plateaux,Wawa,Wawa 1,Kpété-Béna,KPETE BIBI,Akakpo,Kpete Bibi,"{Lundi,Samedi,Vendredi,Mardi,Dimanche,Mercredi,jeudi}",2019,autre,POINT (0.6044833333333333 7.406128333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b16,Plateaux,Wawa,Wawa 1,Tomégbé,TOMEGBE,Tchassanti,Tomegbe Craf,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Dimanche}",2019,Prive - individuel,POINT (0.5991133333333334 7.516041666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b17,Centrale,Blitta,Blitta 1,Blitta,Koudjoouedè,Pépinière de Koudjooudè,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.9894316666666667 8.320326666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b18,Centrale,Blitta,Blitta 1,Blitta,KOUDJOOUDE,Pépinière de Koudjooudè,Nsp,"{Lundi,Mardi,jeudi,Mercredi,Vendredi,Samedi,Dimanche}",1990,Prive - individuel,POINT (0.9899533333333334 8.320058333333332)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b19,Centrale,Blitta,Blitta 1,Blitta,FAURE  COPE,Djato Fala,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,Prive - individuel,POINT (1.0005300000000001 8.311683333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b1a,Centrale,Blitta,Blitta 1,Doufouli,Acarabou,Pépinière Acarabou,Doufouli Acarabou,"{Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2016,Prive - individuel,POINT (0.93364 8.305096666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b1b,Centrale,Blitta,Blitta 1,Doufouli,Kompo,Pépinière  Eco Village ,Doufouli Eco Village ,"{Lundi,Mercredi,jeudi,Dimanche,Mardi,Vendredi,Samedi}",2022,Prive - individuel,POINT (0.9395100000000001 8.30633)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b1c,Centrale,Blitta,Blitta 2,Agbandi,Agbandi mono,Pepinière d'agbandi Mono,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (1.25986 8.24703)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b1d,Centrale,Blitta,Blitta 2,Agbandi,Wissan,Pepinière de Wissan,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Dimanche,Vendredi}",2017,Prive - individuel,POINT (1.2640275327864083 8.189833412034456)
